hidden_size,nlayers,dropout,pca_size,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc
464,2,0.41000000000000003,300,0.4196,0.3981,0.4256,0.9007,0.9112,0.9053
415,3,0.43,300,0.4333,0.4058,0.4334,0.8989,0.9122,0.9065
68,3,0.15,300,0.4654,0.4489,0.4667,0.8955,0.9031,0.9009
115,1,0.45,300,0.5535,0.5292,0.5441,0.8774,0.8875,0.8844
401,3,0.05,300,0.3702,0.3992,0.4233,0.9105,0.9103,0.9090
359,1,0.46,300,0.4681,0.4477,0.4695,0.8947,0.9050,0.8973
47,2,0.22,300,0.5207,0.4972,0.5112,0.8834,0.8897,0.8880
144,1,0.38,300,0.4670,0.4467,0.4666,0.8946,0.9066,0.8994
298,2,0.12,300,0.3846,0.4008,0.4180,0.9068,0.9094,0.9050
76,2,0.33,300,0.5080,0.4780,0.5036,0.8829,0.8961,0.8934
15,2,0.34,300,1.3168,1.2952,1.2887,0.7069,0.7202,0.7098
184,1,0.41000000000000003,300,0.4645,0.4482,0.4680,0.8968,0.9038,0.9002
182,1,0.34,300,0.4467,0.4336,0.4545,0.8983,0.9027,0.9004
36,1,0.19,300,0.4927,0.4736,0.4917,0.8880,0.8944,0.8924
48,1,0.34,300,0.5722,0.5466,0.5596,0.8727,0.8830,0.8780
57,2,0.37,300,0.6422,0.6177,0.6287,0.8496,0.8562,0.8497
140,3,0.05,300,0.3986,0.4067,0.4256,0.9060,0.9085,0.9058
222,1,0.31,300,0.4295,0.4177,0.4387,0.9006,0.9072,0.9023
304,3,0.08,300,0.4108,0.4089,0.4270,0.9032,0.9069,0.9040
206,2,0.24,300,0.4040,0.3981,0.4204,0.9027,0.9119,0.9081
184,2,0.2,300,0.3774,0.3902,0.4208,0.9084,0.9098,0.9062
93,2,0.06,300,0.3895,0.4031,0.4275,0.9064,0.9087,0.9017
89,2,0.39,300,0.5279,0.4971,0.5224,0.8811,0.8913,0.8857
139,3,0.11,300,0.4119,0.4037,0.4375,0.9022,0.9076,0.9019
347,3,0.31,300,0.4087,0.3953,0.4243,0.9036,0.9126,0.9076
410,3,0.25,300,0.3830,0.3893,0.4083,0.9083,0.9111,0.9108
147,3,0.1,300,0.3971,0.3983,0.4210,0.9064,0.9103,0.9047
144,3,0.22,300,0.4119,0.4025,0.4280,0.9031,0.9086,0.9050
194,1,0.09,300,0.4021,0.4115,0.4305,0.9055,0.9075,0.9052
43,3,0.07,300,0.4741,0.4633,0.4849,0.8956,0.9029,0.8998
349,3,0.29,300,0.3982,0.3899,0.4157,0.9064,0.9144,0.9073
252,3,0.22,300,0.4242,0.4044,0.4300,0.9005,0.9067,0.9026
233,3,0.19,300,0.3789,0.3858,0.4107,0.9085,0.9122,0.9101
181,2,0.17,300,0.3727,0.3934,0.4147,0.9097,0.9079,0.9092
38,3,0.34,300,1.0638,1.0436,1.0390,0.7574,0.7605,0.7632
92,2,0.07,300,0.4216,0.4079,0.4330,0.9014,0.9096,0.9053
298,2,0.29,300,0.4082,0.3983,0.4208,0.9024,0.9120,0.9068
107,3,0.4,300,0.6104,0.5694,0.5925,0.8736,0.8812,0.8791
19,1,0.05,300,0.4878,0.4818,0.4957,0.8898,0.8926,0.8912
90,2,0.17,300,0.4393,0.4212,0.4449,0.8971,0.9017,0.9004
44,2,0.23,300,0.5235,0.4951,0.5164,0.8822,0.8906,0.8865
39,3,0.31,300,0.9290,0.8929,0.9023,0.8006,0.8075,0.8058
85,2,0.29,300,0.4662,0.4391,0.4645,0.8926,0.9032,0.8990
112,2,0.33,300,0.4617,0.4332,0.4585,0.8908,0.9004,0.8954
427,1,0.04,300,0.3879,0.4062,0.4273,0.9067,0.9085,0.9067
125,2,0.13,300,0.3953,0.3977,0.4196,0.9049,0.9118,0.9058
134,3,0.0,300,0.4467,0.4383,0.4684,0.8986,0.9051,0.9017
421,2,0.5,300,0.4644,0.4248,0.4556,0.8920,0.9062,0.8986
113,3,0.49,300,0.7680,0.7419,0.7464,0.8181,0.8237,0.8243
73,3,0.46,300,0.9204,0.8821,0.8986,0.8031,0.8102,0.8084
