hidden_size,nlayers,dropout,pca_size,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc
464,2,0.41000000000000003,300,0.1596,0.1824,0.1904,0.9649,0.9606,0.9587
415,3,0.43,300,0.1884,0.2001,0.2086,0.9593,0.9557,0.9563
68,3,0.15,300,0.2061,0.2303,0.2394,0.9571,0.9502,0.9508
115,1,0.45,300,0.3124,0.3100,0.3097,0.9380,0.9374,0.9364
401,3,0.05,300,0.1291,0.1893,0.1997,0.9709,0.9585,0.9589
359,1,0.46,300,0.2279,0.2402,0.2398,0.9544,0.9513,0.9529
47,2,0.22,300,0.2526,0.2577,0.2681,0.9471,0.9457,0.9445
144,1,0.38,300,0.2569,0.2620,0.2607,0.9465,0.9455,0.9454
298,2,0.12,300,0.1244,0.1842,0.1953,0.9719,0.9580,0.9594
76,2,0.33,300,0.2578,0.2646,0.2645,0.9465,0.9440,0.9460
15,2,0.34,300,0.9506,0.9323,0.9278,0.7559,0.7598,0.7593
184,1,0.41000000000000003,300,0.2247,0.2361,0.2399,0.9543,0.9526,0.9514
182,1,0.34,300,0.2065,0.2233,0.2220,0.9564,0.9547,0.9538
36,1,0.19,300,0.2443,0.2548,0.2638,0.9476,0.9461,0.9442
48,1,0.34,300,0.3048,0.3059,0.3047,0.9375,0.9376,0.9367
57,2,0.37,300,0.3292,0.3204,0.3270,0.9356,0.9364,0.9347
140,3,0.05,300,0.1513,0.1990,0.2120,0.9678,0.9566,0.9558
222,1,0.31,300,0.1687,0.2019,0.2047,0.9640,0.9586,0.9579
304,3,0.08,300,0.1327,0.1933,0.1985,0.9699,0.9584,0.9567
206,2,0.24,300,0.1568,0.1897,0.1910,0.9651,0.9579,0.9583
184,2,0.2,300,0.1447,0.1850,0.1890,0.9683,0.9588,0.9591
93,2,0.06,300,0.1471,0.2012,0.2145,0.9666,0.9565,0.9558
89,2,0.39,300,0.2706,0.2763,0.2751,0.9437,0.9413,0.9410
139,3,0.11,300,0.1697,0.2020,0.2105,0.9626,0.9548,0.9549
347,3,0.31,300,0.1614,0.1899,0.1916,0.9646,0.9584,0.9594
410,3,0.25,300,0.1526,0.1845,0.1931,0.9657,0.9596,0.9565
147,3,0.1,300,0.1431,0.1923,0.1995,0.9681,0.9566,0.9570
144,3,0.22,300,0.1763,0.1997,0.2094,0.9619,0.9565,0.9552
194,1,0.09,300,0.1458,0.1975,0.2040,0.9672,0.9569,0.9576
43,3,0.07,300,0.2231,0.2544,0.2574,0.9543,0.9463,0.9484
349,3,0.29,300,0.1558,0.1883,0.1997,0.9654,0.9578,0.9585
252,3,0.22,300,0.1523,0.1894,0.1947,0.9675,0.9585,0.9579
233,3,0.19,300,0.1504,0.1892,0.1978,0.9669,0.9580,0.9582
181,2,0.17,300,0.1644,0.1961,0.2046,0.9629,0.9568,0.9558
38,3,0.34,300,0.7814,0.7612,0.7680,0.8313,0.8311,0.8331
92,2,0.07,300,0.1623,0.2067,0.2107,0.9633,0.9530,0.9547
298,2,0.29,300,0.1589,0.1877,0.1951,0.9647,0.9583,0.9574
107,3,0.4,300,0.3001,0.2988,0.2999,0.9407,0.9393,0.9397
19,1,0.05,300,0.2718,0.2770,0.2887,0.9428,0.9410,0.9397
90,2,0.17,300,0.1794,0.2066,0.2119,0.9608,0.9549,0.9543
44,2,0.23,300,0.2689,0.2793,0.2817,0.9450,0.9409,0.9424
39,3,0.31,300,0.6478,0.6298,0.6264,0.8942,0.8944,0.8967
85,2,0.29,300,0.2249,0.2398,0.2387,0.9514,0.9484,0.9494
112,2,0.33,300,0.2105,0.2226,0.2284,0.9535,0.9512,0.9497
427,1,0.04,300,0.1315,0.1936,0.2024,0.9706,0.9578,0.9584
125,2,0.13,300,0.1571,0.1965,0.2096,0.9649,0.9555,0.9552
134,3,0.0,300,0.1520,0.2118,0.2195,0.9663,0.9553,0.9524
421,2,0.5,300,0.2048,0.2113,0.2167,0.9554,0.9531,0.9540
113,3,0.49,300,0.4313,0.4146,0.4170,0.9219,0.9207,0.9221
73,3,0.46,300,0.5381,0.5139,0.5193,0.9022,0.9055,0.9060
