hidden_size,nlayers,dropout,pca_size,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc
87,1,0.48,209,0.4543,1.4609,1.6115,0.9278,0.6659,0.6464
147,1,0.26,134,0.6594,1.5355,1.7225,0.8753,0.6437,0.6087
59,3,0.41000000000000003,172,1.0492,1.8097,2.0863,0.8009,0.5859,0.5332
190,2,0.13,160,0.8598,1.6370,1.8021,0.8308,0.6247,0.5951
484,3,0.06,100,0.8768,1.5970,1.6943,0.8278,0.6492,0.6212
97,1,0.5,242,0.5124,1.4830,1.5948,0.9167,0.6643,0.6524
18,3,0.3,174,1.6412,2.0706,2.3144,0.5845,0.4869,0.4311
261,3,0.14,153,0.5247,1.5793,1.6318,0.9028,0.6453,0.6549
257,1,0.19,108,0.6778,1.5796,1.6271,0.8685,0.6342,0.6434
45,1,0.5,210,0.4697,1.4570,1.6390,0.9291,0.6896,0.6388
60,3,0.34,163,1.0781,1.8339,2.0398,0.7255,0.5788,0.5181
72,3,0.38,276,1.1397,1.8601,1.9516,0.7365,0.5542,0.5141
183,3,0.28,242,0.4546,1.5436,1.7611,0.9182,0.6793,0.6398
333,2,0.11,292,0.4659,1.5525,1.6517,0.9145,0.6738,0.6585
497,3,0.45,153,0.4977,1.5436,1.5932,0.9227,0.6508,0.6348
302,2,0.45,257,0.5230,1.4176,1.5711,0.9131,0.6675,0.6363
263,1,0.02,89,0.7065,1.6269,1.7701,0.8638,0.6651,0.6222
118,3,0.47000000000000003,48,1.1665,1.9105,2.0185,0.7643,0.5550,0.5221
114,1,0.16,52,0.7301,1.6756,1.8424,0.8568,0.6485,0.6081
182,2,0.44,131,0.6286,1.4803,1.6171,0.8880,0.6603,0.6459
195,3,0.37,49,0.6134,1.5012,1.7088,0.8843,0.6500,0.6132
191,1,0.22,124,0.6190,1.6300,1.6906,0.8875,0.6421,0.6207
278,2,0.24,192,0.5807,1.5294,1.6214,0.8927,0.6635,0.6378
55,1,0.14,120,0.6167,1.6610,1.7326,0.8829,0.6603,0.6368
393,2,0.02,184,0.4511,1.6002,1.7606,0.9167,0.6762,0.6318
357,1,0.25,263,0.5269,1.5474,1.6171,0.9087,0.6651,0.6675
255,1,0.19,268,0.6672,1.6112,1.6805,0.8712,0.6611,0.6343
48,3,0.34,88,1.3336,1.9332,2.0713,0.7401,0.5471,0.5126
117,3,0.05,110,0.9203,1.7509,1.8261,0.8167,0.6318,0.6092
484,3,0.28,280,0.4480,1.4439,1.6090,0.9183,0.6659,0.6509
137,3,0.05,168,0.8511,1.7178,1.8110,0.8224,0.6326,0.5941
23,2,0.0,276,0.9529,1.7695,1.9399,0.8042,0.6255,0.5890
115,1,0.31,178,0.7167,1.5990,1.6708,0.8644,0.6587,0.6298
56,1,0.13,82,0.8449,1.6411,1.8160,0.8294,0.6350,0.6036
50,1,0.22,250,0.6252,1.5432,1.6722,0.8834,0.6659,0.6373
108,3,0.32,257,0.6971,1.5595,1.7479,0.8701,0.6445,0.6142
143,2,0.47000000000000003,143,0.5251,1.5357,1.6863,0.9180,0.6445,0.6172
160,1,0.3,250,0.6099,1.5217,1.6614,0.8903,0.6651,0.6278
174,1,0.15,82,0.6804,1.5991,1.6291,0.8730,0.6619,0.6469
145,2,0.24,207,0.5135,1.5662,1.7062,0.9068,0.6587,0.6373
94,1,0.01,168,0.7470,1.5486,1.7258,0.8543,0.6722,0.6016
68,3,0.28,206,0.7824,1.7288,1.8512,0.8331,0.6255,0.5815
16,3,0.3,75,1.7577,2.1161,2.3814,0.5359,0.4917,0.4376
151,2,0.14,218,0.5846,1.5345,1.7065,0.8807,0.6540,0.6343
132,3,0.38,164,0.6855,1.6678,1.8383,0.8744,0.6397,0.5956
125,1,0.06,144,0.8259,1.6088,1.7180,0.8420,0.6469,0.6268
487,1,0.38,212,0.5466,1.4459,1.5739,0.9125,0.6793,0.6343
134,3,0.36,257,0.5510,1.5808,1.7004,0.9009,0.6382,0.6298
34,3,0.3,103,1.2998,1.9212,2.0898,0.7413,0.5495,0.5267
11,1,0.23,111,0.8746,1.7722,1.8820,0.8278,0.6160,0.5865
