hidden_size,nlayers,dropout,pca_size,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc
464,2,0.41000000000000003,300,0.1104,0.1156,0.1335,0.9770,0.9758,0.9738
415,3,0.43,300,0.1206,0.1238,0.1419,0.9756,0.9750,0.9729
68,3,0.15,300,0.1243,0.1312,0.1475,0.9755,0.9743,0.9710
115,1,0.45,300,0.1853,0.1875,0.1992,0.9672,0.9666,0.9640
401,3,0.05,300,0.0962,0.1042,0.1168,0.9798,0.9782,0.9761
359,1,0.46,300,0.1417,0.1447,0.1603,0.9737,0.9734,0.9707
47,2,0.22,300,0.1587,0.1624,0.1799,0.9692,0.9688,0.9663
144,1,0.38,300,0.1400,0.1440,0.1590,0.9736,0.9730,0.9707
298,2,0.12,300,0.0963,0.1034,0.1141,0.9797,0.9782,0.9765
76,2,0.33,300,0.1656,0.1691,0.1853,0.9677,0.9670,0.9637
15,2,0.34,300,0.9417,0.9509,0.9661,0.8230,0.8221,0.8204
184,1,0.41000000000000003,300,0.1368,0.1409,0.1533,0.9740,0.9735,0.9711
182,1,0.34,300,0.1260,0.1300,0.1459,0.9754,0.9746,0.9721
36,1,0.19,300,0.1566,0.1602,0.1751,0.9695,0.9687,0.9670
48,1,0.34,300,0.1926,0.1944,0.2099,0.9633,0.9628,0.9593
57,2,0.37,300,0.2252,0.2290,0.2413,0.9596,0.9592,0.9562
140,3,0.05,300,0.0943,0.1046,0.1164,0.9804,0.9785,0.9762
222,1,0.31,300,0.1171,0.1222,0.1379,0.9765,0.9757,0.9730
304,3,0.08,300,0.0954,0.1050,0.1148,0.9796,0.9782,0.9763
206,2,0.24,300,0.0963,0.1040,0.1201,0.9795,0.9780,0.9758
184,2,0.2,300,0.0989,0.1052,0.1231,0.9786,0.9772,0.9748
93,2,0.06,300,0.1045,0.1116,0.1229,0.9781,0.9770,0.9747
89,2,0.39,300,0.1720,0.1756,0.1906,0.9665,0.9660,0.9630
139,3,0.11,300,0.0999,0.1073,0.1242,0.9791,0.9775,0.9748
347,3,0.31,300,0.1072,0.1121,0.1321,0.9776,0.9767,0.9744
410,3,0.25,300,0.0985,0.1061,0.1225,0.9792,0.9778,0.9758
147,3,0.1,300,0.1040,0.1125,0.1267,0.9785,0.9769,0.9749
144,3,0.22,300,0.1193,0.1238,0.1435,0.9754,0.9744,0.9715
194,1,0.09,300,0.0954,0.1052,0.1198,0.9801,0.9784,0.9763
43,3,0.07,300,0.1456,0.1524,0.1701,0.9726,0.9712,0.9680
349,3,0.29,300,0.1061,0.1118,0.1301,0.9777,0.9767,0.9732
252,3,0.22,300,0.0992,0.1050,0.1197,0.9789,0.9776,0.9751
233,3,0.19,300,0.0982,0.1058,0.1215,0.9792,0.9780,0.9751
181,2,0.17,300,0.0999,0.1063,0.1185,0.9788,0.9778,0.9753
38,3,0.34,300,0.5873,0.5987,0.6211,0.9043,0.9037,0.8996
92,2,0.07,300,0.1059,0.1134,0.1309,0.9777,0.9764,0.9740
298,2,0.29,300,0.0989,0.1050,0.1207,0.9788,0.9776,0.9756
107,3,0.4,300,0.2066,0.2096,0.2304,0.9642,0.9637,0.9609
19,1,0.05,300,0.1529,0.1591,0.1753,0.9701,0.9688,0.9667
90,2,0.17,300,0.1130,0.1198,0.1366,0.9764,0.9753,0.9725
44,2,0.23,300,0.1735,0.1775,0.1912,0.9667,0.9661,0.9636
39,3,0.31,300,0.5552,0.5672,0.5870,0.9222,0.9202,0.9157
85,2,0.29,300,0.1360,0.1407,0.1540,0.9724,0.9717,0.9694
112,2,0.33,300,0.1333,0.1370,0.1510,0.9725,0.9719,0.9686
427,1,0.04,300,0.1006,0.1096,0.1247,0.9797,0.9777,0.9759
125,2,0.13,300,0.1031,0.1108,0.1268,0.9784,0.9769,0.9748
134,3,0.0,300,0.1059,0.1152,0.1268,0.9785,0.9765,0.9750
421,2,0.5,300,0.1266,0.1301,0.1458,0.9742,0.9737,0.9716
113,3,0.49,300,0.3273,0.3302,0.3491,0.9430,0.9430,0.9379
73,3,0.46,300,0.4446,0.4498,0.4681,0.9331,0.9339,0.9304
