hidden_size,nlayers,dropout,pca_size,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc
464,2,0.41000000000000003,768,0.4566,0.6686,0.6662,0.9053,0.8613,0.8614
415,3,0.43,768,0.4992,0.6835,0.6920,0.8961,0.8609,0.8585
68,3,0.15,768,0.5965,0.7747,0.7763,0.8785,0.8442,0.8436
115,1,0.45,768,0.6252,0.7433,0.7493,0.8693,0.8436,0.8429
401,3,0.05,768,0.3593,0.6632,0.6680,0.9218,0.8617,0.8637
359,1,0.46,768,0.5057,0.6880,0.6941,0.8954,0.8549,0.8544
47,2,0.22,768,0.7053,0.8257,0.8228,0.8547,0.8322,0.8336
144,1,0.38,768,0.4977,0.6815,0.6761,0.8956,0.8529,0.8576
298,2,0.12,768,0.2564,0.6320,0.6320,0.9458,0.8702,0.8691
76,2,0.33,768,0.6978,0.7948,0.8029,0.8582,0.8384,0.8345
15,2,0.34,768,1.8113,1.8297,1.8543,0.6066,0.6056,0.6038
184,1,0.41000000000000003,768,0.5009,0.6765,0.6848,0.8961,0.8563,0.8565
182,1,0.34,768,0.4075,0.6419,0.6475,0.9161,0.8634,0.8633
36,1,0.19,768,0.5682,0.7146,0.7128,0.8797,0.8477,0.8503
48,1,0.34,768,0.6751,0.7817,0.7773,0.8596,0.8358,0.8382
57,2,0.37,768,0.8824,0.9676,0.9652,0.8154,0.7991,0.7984
140,3,0.05,768,0.4015,0.6795,0.6711,0.9142,0.8598,0.8601
222,1,0.31,768,0.3660,0.6323,0.6404,0.9218,0.8661,0.8672
304,3,0.08,768,0.2620,0.6504,0.6551,0.9445,0.8680,0.8676
206,2,0.24,768,0.3632,0.6220,0.6308,0.9220,0.8690,0.8667
184,2,0.2,768,0.3642,0.6321,0.6426,0.9207,0.8675,0.8647
93,2,0.06,768,0.4240,0.6543,0.6523,0.9089,0.8589,0.8623
89,2,0.39,768,0.6955,0.7973,0.8056,0.8585,0.8369,0.8382
139,3,0.11,768,0.4213,0.6790,0.6801,0.9119,0.8611,0.8621
347,3,0.31,768,0.3913,0.6456,0.6422,0.9177,0.8675,0.8660
410,3,0.25,768,0.3933,0.6499,0.6577,0.9155,0.8640,0.8665
147,3,0.1,768,0.3948,0.6617,0.6711,0.9161,0.8624,0.8599
144,3,0.22,768,0.4987,0.6939,0.6998,0.8951,0.8555,0.8558
194,1,0.09,768,0.3391,0.6367,0.6370,0.9247,0.8637,0.8666
43,3,0.07,768,0.5860,0.8182,0.8167,0.8820,0.8401,0.8414
349,3,0.29,768,0.3748,0.6476,0.6529,0.9215,0.8670,0.8666
252,3,0.22,768,0.3409,0.6441,0.6462,0.9273,0.8678,0.8676
233,3,0.19,768,0.4206,0.6599,0.6633,0.9100,0.8624,0.8627
181,2,0.17,768,0.4057,0.6274,0.6371,0.9122,0.8651,0.8673
38,3,0.34,768,1.5251,1.6247,1.6083,0.6667,0.6612,0.6592
92,2,0.07,768,0.4314,0.6604,0.6709,0.9061,0.8590,0.8583
298,2,0.29,768,0.3522,0.6216,0.6204,0.9238,0.8685,0.8694
107,3,0.4,768,0.8628,0.9736,0.9757,0.8264,0.8029,0.8063
19,1,0.05,768,0.6336,0.7794,0.7822,0.8659,0.8337,0.8376
90,2,0.17,768,0.4429,0.6572,0.6635,0.9050,0.8610,0.8590
44,2,0.23,768,0.6352,0.7736,0.7793,0.8689,0.8419,0.8415
39,3,0.31,768,1.6696,1.7086,1.7195,0.6216,0.6218,0.6143
85,2,0.29,768,0.5903,0.7231,0.7319,0.8753,0.8492,0.8474
112,2,0.33,768,0.6095,0.7361,0.7349,0.8702,0.8445,0.8452
427,1,0.04,768,0.2614,0.6398,0.6371,0.9445,0.8690,0.8704
125,2,0.13,768,0.3550,0.6406,0.6542,0.9231,0.8657,0.8655
134,3,0.0,768,0.3766,0.7104,0.6924,0.9176,0.8559,0.8597
421,2,0.5,768,0.5990,0.7367,0.7388,0.8782,0.8509,0.8501
113,3,0.49,768,1.1695,1.2263,1.2319,0.7524,0.7485,0.7444
73,3,0.46,768,1.5422,1.5771,1.5842,0.6532,0.6511,0.6476
