hidden_size,nlayers,dropout,pca_size,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc
87,1,0.48,209,1.0477,2.4265,2.2290,0.8251,0.5584,0.5973
147,1,0.26,134,1.2345,2.5130,2.3130,0.7805,0.5533,0.6110
59,3,0.41000000000000003,172,1.8270,2.5080,2.3882,0.6441,0.5152,0.5726
190,2,0.13,160,1.4282,2.5508,2.4475,0.7359,0.5482,0.5945
484,3,0.06,100,1.3054,2.6228,2.6291,0.7477,0.5558,0.5808
97,1,0.5,242,0.9118,2.4171,2.1618,0.8540,0.5939,0.6110
18,3,0.3,174,2.4630,2.8784,2.6149,0.4764,0.4492,0.5041
261,3,0.14,153,1.7165,2.5786,2.3111,0.6745,0.5584,0.5945
257,1,0.19,108,1.2168,2.5412,2.2758,0.7782,0.5635,0.6055
45,1,0.5,210,1.1437,2.3706,2.3315,0.8056,0.5863,0.5945
60,3,0.34,163,1.4666,2.5546,2.4466,0.7268,0.5457,0.5890
72,3,0.38,276,1.5524,2.5029,2.3418,0.7008,0.5508,0.6055
183,3,0.28,242,1.6539,2.6032,2.4195,0.6799,0.5584,0.5890
333,2,0.11,292,1.4764,2.4780,2.1968,0.7393,0.5736,0.6137
497,3,0.45,153,1.4233,2.4057,2.2876,0.7298,0.5888,0.6055
302,2,0.45,257,0.8853,2.3513,2.1275,0.8472,0.5888,0.6027
263,1,0.02,89,1.4829,2.6217,2.3010,0.7287,0.5381,0.5863
118,3,0.47000000000000003,48,2.1121,2.5728,2.3503,0.5694,0.5228,0.5671
114,1,0.16,52,1.4807,2.6238,2.5373,0.7127,0.5711,0.5753
182,2,0.44,131,1.0012,2.4094,2.3384,0.8285,0.5888,0.6000
195,3,0.37,49,1.0412,2.2840,2.1199,0.8114,0.5736,0.6219
191,1,0.22,124,1.0517,2.5366,2.3337,0.8201,0.5533,0.5753
278,2,0.24,192,1.3652,2.4781,2.3000,0.7626,0.5660,0.6082
55,1,0.14,120,1.2504,2.4547,2.2125,0.7675,0.5685,0.5918
393,2,0.02,184,1.4959,2.5583,2.3491,0.7207,0.5508,0.5836
357,1,0.25,263,0.9074,2.4735,2.2416,0.8506,0.5838,0.6274
255,1,0.19,268,0.9461,2.4241,2.2034,0.8422,0.5584,0.6082
48,3,0.34,88,1.9457,2.5674,2.3137,0.6018,0.5102,0.5452
117,3,0.05,110,1.6632,2.7450,2.6845,0.6681,0.5558,0.5644
484,3,0.28,280,1.3974,2.6160,2.4312,0.7374,0.5584,0.5890
137,3,0.05,168,1.7368,2.5424,2.3290,0.6684,0.5457,0.5836
23,2,0.0,276,1.5355,2.7568,2.4051,0.7069,0.5457,0.5781
115,1,0.31,178,1.2430,2.4180,2.2287,0.7786,0.5863,0.5945
56,1,0.13,82,1.6644,2.5902,2.4023,0.6814,0.5431,0.6027
50,1,0.22,250,1.4924,2.4636,2.3679,0.7340,0.5609,0.5863
108,3,0.32,257,1.2993,2.4649,2.2967,0.7508,0.5787,0.5781
143,2,0.47000000000000003,143,1.2561,2.4360,2.3561,0.7881,0.5711,0.5945
160,1,0.3,250,1.0331,2.3705,2.2282,0.8293,0.5888,0.6110
174,1,0.15,82,1.2937,2.6063,2.4036,0.7553,0.5635,0.6274
145,2,0.24,207,1.3066,2.5309,2.3908,0.7630,0.5609,0.5863
94,1,0.01,168,1.0718,2.4237,2.2388,0.8106,0.5914,0.6000
68,3,0.28,206,1.5702,2.5323,2.3291,0.6871,0.5330,0.5671
16,3,0.3,75,2.6505,2.8790,2.5736,0.4379,0.4518,0.4740
151,2,0.14,218,1.3869,2.5601,2.3562,0.7393,0.5482,0.5973
132,3,0.38,164,1.1613,2.4194,2.4170,0.7816,0.5812,0.5918
125,1,0.06,144,1.1926,2.5134,2.3582,0.7851,0.5736,0.5836
487,1,0.38,212,0.8438,2.3756,2.2237,0.8613,0.5736,0.5918
134,3,0.36,257,1.1112,2.4133,2.2388,0.7816,0.5990,0.5945
34,3,0.3,103,2.1431,2.7872,2.4432,0.5305,0.4543,0.5260
11,1,0.23,111,2.0047,2.7522,2.5288,0.6132,0.5152,0.5589
