hidden_size,nlayers,dropout,pca_size,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc
87,1,0.48,209,0.2973,0.9126,0.9457,0.9569,0.8218,0.8155
147,1,0.26,134,0.4487,0.9765,0.9636,0.9195,0.7870,0.7989
59,3,0.41000000000000003,172,0.8425,1.2485,1.2028,0.8239,0.7477,0.7295
190,2,0.13,160,0.3223,0.9894,1.0234,0.9435,0.8172,0.8044
484,3,0.06,100,0.4845,0.9971,1.0270,0.9057,0.7991,0.7795
97,1,0.5,242,0.2793,0.8859,0.9286,0.9614,0.8187,0.8017
18,3,0.3,174,0.8888,1.4326,1.3849,0.7950,0.7024,0.6963
261,3,0.14,153,0.5304,1.0767,0.9877,0.8994,0.7749,0.7906
257,1,0.19,108,0.2820,0.8963,0.9753,0.9555,0.8112,0.8017
45,1,0.5,210,0.3710,0.8943,0.9611,0.9404,0.8218,0.7822
60,3,0.34,163,0.6153,1.2129,1.0474,0.8823,0.7689,0.7628
72,3,0.38,276,0.5942,1.0904,1.0001,0.8845,0.7674,0.7642
183,3,0.28,242,0.4116,0.9899,0.9560,0.9231,0.7961,0.7864
333,2,0.11,292,0.4974,0.9851,0.9520,0.9054,0.7915,0.8017
497,3,0.45,153,0.3258,0.8838,0.9319,0.9500,0.8172,0.7947
302,2,0.45,257,0.3821,0.8560,0.9274,0.9416,0.8142,0.7850
263,1,0.02,89,0.3563,0.9320,0.9882,0.9412,0.8051,0.7892
118,3,0.47000000000000003,48,0.5934,1.1903,1.1337,0.8697,0.7341,0.7101
114,1,0.16,52,0.3500,1.0317,0.9944,0.9364,0.7825,0.8017
182,2,0.44,131,0.3577,0.9001,0.9617,0.9425,0.8293,0.8086
195,3,0.37,49,0.4613,1.0296,1.0119,0.9274,0.7946,0.7864
191,1,0.22,124,0.3051,0.9071,0.8752,0.9467,0.8112,0.8225
278,2,0.24,192,0.3594,0.8546,0.9301,0.9388,0.8202,0.7836
55,1,0.14,120,0.4567,0.9730,1.0480,0.9144,0.8066,0.7795
393,2,0.02,184,0.2446,0.8583,1.0460,0.9614,0.8172,0.7989
357,1,0.25,263,0.2510,0.8645,0.8910,0.9628,0.8187,0.8086
255,1,0.19,268,0.3372,0.8733,0.9433,0.9469,0.8218,0.8017
48,3,0.34,88,0.6816,1.2038,1.0823,0.8776,0.7613,0.7725
117,3,0.05,110,0.3059,1.0311,1.1072,0.9449,0.8127,0.7809
484,3,0.28,280,0.4545,0.9246,0.9239,0.9170,0.8066,0.7836
137,3,0.05,168,0.4561,0.9826,1.0293,0.9122,0.8097,0.7864
23,2,0.0,276,0.5564,1.1012,1.0116,0.8896,0.7704,0.7642
115,1,0.31,178,0.4095,0.9172,0.9727,0.9284,0.8082,0.7933
56,1,0.13,82,0.4312,1.0285,0.9879,0.9179,0.7810,0.8058
50,1,0.22,250,0.3483,0.9326,0.9346,0.9408,0.8263,0.7920
108,3,0.32,257,0.3844,0.9951,1.0312,0.9276,0.8051,0.7795
143,2,0.47000000000000003,143,0.2687,0.8991,0.9581,0.9581,0.8202,0.8086
160,1,0.3,250,0.4660,0.9264,0.9169,0.9172,0.7976,0.7920
174,1,0.15,82,0.4039,0.9296,0.9741,0.9301,0.8187,0.8031
145,2,0.24,207,0.3383,0.9161,0.9557,0.9482,0.8036,0.8017
94,1,0.01,168,0.4055,1.0134,0.9992,0.9260,0.7946,0.7920
68,3,0.28,206,0.5648,1.0796,1.0444,0.8920,0.7719,0.7781
16,3,0.3,75,1.1297,1.4383,1.4610,0.7771,0.7311,0.7157
151,2,0.14,218,0.2877,0.9523,1.0440,0.9528,0.8338,0.8086
132,3,0.38,164,0.3924,1.0075,1.0255,0.9268,0.7915,0.7822
125,1,0.06,144,0.2700,0.8614,0.9441,0.9536,0.8218,0.7975
487,1,0.38,212,0.2390,0.9200,0.9002,0.9713,0.8172,0.8141
134,3,0.36,257,0.4220,1.0165,0.9950,0.9272,0.8006,0.7809
34,3,0.3,103,0.9010,1.3716,1.2140,0.8257,0.7447,0.7559
11,1,0.23,111,0.5022,1.0714,0.9571,0.9059,0.7961,0.7947
